date,trs_score,rationale,article_count,country_mention_count,risk_signal_count,positive_signal_count
2020.03.23,138.9,baseline,13,5,3,2
2020.03.24,176.6,low risk,10,5,3,1
2020.03.25,137.0,baseline,8,3,1,0
2020.03.26,164.0,low risk,7,3,1,1
2020.03.27,91.5,baseline,9,3,2,1
2020.03.28,176.9,low risk,4,1,1,0
2020.03.29,147.0,baseline,11,5,0,1
2020.03.30,194.9,low risk,11,2,0,0
2020.03.31,229.8,low risk,8,1,0,1
2020.04.01,195.0,low risk,6,1,0,0
2020.04.02,265.5,low risk,10,3,0,0
2020.04.03,245.6,low risk,15,5,1,2
2020.04.04,200.3,low risk,11,5,0,0
2020.04.05,193.6,low risk,12,7,5,3
2020.04.06,170.5,low risk,6,1,1,0
2020.04.07,179.9,low risk,8,2,2,0
2020.04.08,153.6,low risk,6,4,0,1
2020.04.09,166.5,low risk,5,3,0,1
2020.04.10,200.0,low risk,15,7,4,1
2020.04.11,141.2,baseline,14,6,3,1
2020.04.12,201.7,low risk,5,3,1,1
2020.04.13,199.7,low risk,4,0,1,0
2020.04.14,238.9,low risk,10,2,2,1
2020.04.15,210.9,low risk,9,3,1,0
2020.04.16,203.0,low risk,8,4,0,0
2020.04.17,137.0,baseline,3,0,0,1
2020.04.18,99.4,baseline,7,1,2,0
2020.04.19,108.0,baseline,7,2,0,1
2020.04.20,136.0,baseline,4,2,0,0
2020.04.21,152.9,low risk,4,0,0,0
2020.04.22,155.1,low risk,14,5,2,0
2020.04.23,138.9,baseline,5,1,1,2
2020.04.24,97.9,baseline,10,2,1,0
2020.04.25,152.4,low risk,10,1,0,0
2020.04.26,171.5,low risk,8,4,3,0
2020.04.27,168.0,low risk,11,2,4,0
2020.04.28,165.5,low risk,7,2,4,0
2020.04.29,128.1,baseline,7,3,0,1
2020.04.30,115.9,baseline,11,5,5,2
2020.05.01,173.5,low risk,11,1,3,2
2020.05.02,171.3,low risk,4,2,0,0
2020.05.03,163.6,low risk,7,3,0,3
2020.05.04,216.9,low risk,11,2,0,2
2020.05.05,165.3,low risk,9,2,2,2
2020.05.06,189.7,low risk,7,1,1,1
2020.05.07,243.5,low risk,12,2,1,1
2020.05.08,210.5,low risk,8,3,0,1
2020.05.09,200.1,low risk,12,3,0,1
2020.05.10,167.8,low risk,3,1,1,2
2020.05.11,172.0,low risk,8,2,2,1
2020.05.12,142.5,baseline,7,5,2,2
2020.05.13,158.7,low risk,10,4,2,1
2020.05.14,74.1,baseline,5,0,1,1
2020.05.15,137.8,baseline,10,4,0,1
2020.05.16,138.1,baseline,7,1,0,0
2020.05.17,140.9,baseline,12,3,3,0
2020.05.18,101.7,baseline,9,1,1,0
2020.05.19,163.4,low risk,9,2,1,0
2020.05.20,163.7,low risk,4,1,1,0
2020.05.21,156.3,low risk,7,2,2,2
2020.05.22,134.7,baseline,9,2,2,1
2020.05.23,63.5,baseline,7,0,1,1
2020.05.24,48.4,baseline,8,2,1,1
2020.05.25,75.3,baseline,7,4,1,0
2020.05.26,51.5,baseline,12,4,0,3
2020.05.27,54.2,baseline,7,1,1,0
2020.05.28,110.8,baseline,11,3,1,1
2020.05.29,85.0,baseline,10,4,2,1
2020.05.30,107.8,baseline,10,3,1,0
2020.05.31,147.1,baseline,10,3,4,2
2020.06.01,144.6,baseline,10,1,1,0
2020.06.02,158.0,low risk,15,4,1,2
2020.06.03,140.0,baseline,10,1,2,2
2020.06.04,180.9,low risk,5,1,1,2
2020.06.05,130.8,baseline,4,0,0,0
2020.06.06,125.0,baseline,14,4,0,3
2020.06.07,157.8,low risk,7,3,2,0
2020.06.08,154.0,low risk,8,2,1,1
2020.06.09,143.6,baseline,5,2,0,1
2020.06.10,159.8,low risk,10,2,0,1
2020.06.11,193.2,low risk,9,5,3,0
2020.06.12,213.2,low risk,4,0,1,0
2020.06.13,207.2,low risk,11,3,0,1
2020.06.14,214.8,low risk,11,4,3,1
2020.06.15,198.5,low risk,9,2,1,2
2020.06.16,215.2,low risk,9,2,2,1
2020.06.17,173.3,low risk,5,1,0,0
2020.06.18,185.3,low risk,9,3,1,1
2020.06.19,141.5,baseline,6,3,0,2
2020.06.20,185.6,low risk,12,4,0,0
2020.06.21,174.9,low risk,10,2,1,1
2020.06.22,159.6,low risk,8,5,1,0
2020.06.23,96.1,baseline,10,2,4,1
2020.06.24,90.7,baseline,6,0,1,0
2020.06.25,64.3,baseline,6,4,1,0
2020.06.26,121.2,baseline,9,2,2,1
2020.06.27,115.8,baseline,8,0,1,2
2020.06.28,180.9,low risk,11,4,0,0
2020.06.29,179.2,low risk,7,1,3,0
2020.06.30,174.4,low risk,9,3,2,1
2020.07.01,137.9,baseline,4,0,0,1
2020.07.02,166.5,low risk,9,0,4,1
2020.07.03,152.7,low risk,7,2,1,1
2020.07.04,220.6,low risk,9,0,0,1
2020.07.05,244.8,low risk,7,1,1,0
2020.07.06,187.1,low risk,15,3,1,1
2020.07.07,191.2,low risk,5,2,1,1
2020.07.08,132.9,baseline,10,1,2,2
2020.07.09,166.6,low risk,6,2,1,0
2020.07.10,151.2,low risk,9,2,0,0
2020.07.11,91.5,baseline,8,2,2,0
2020.07.12,89.3,baseline,5,2,1,0
2020.07.13,91.7,baseline,6,1,1,1
2020.07.14,79.5,baseline,10,2,1,2
2020.07.15,90.2,baseline,6,1,0,0
2020.07.16,141.5,baseline,12,6,1,2
2020.07.17,154.6,low risk,10,2,0,1
2020.07.18,181.5,low risk,3,0,0,0
2020.07.19,204.6,low risk,7,3,2,1
2020.07.20,137.9,baseline,5,2,1,0
2020.07.21,152.9,low risk,4,1,2,1
2020.07.22,198.2,low risk,4,1,0,1
2020.07.23,154.2,low risk,5,0,1,0
2020.07.24,163.9,low risk,11,5,0,4
2020.07.25,153.6,low risk,8,2,0,2
2020.07.26,187.7,low risk,9,1,2,1
2020.07.27,155.0,low risk,1,0,0,0
2020.07.28,131.0,baseline,7,1,1,1
2020.07.29,135.3,baseline,9,3,0,2
2020.07.30,119.4,baseline,4,0,0,0
2020.07.31,149.6,baseline,8,3,2,0
2020.08.01,170.2,low risk,13,3,0,1
2020.08.02,172.6,low risk,13,3,2,0
2020.08.03,66.8,baseline,10,5,0,1
2020.08.04,94.9,baseline,12,3,1,3
2020.08.05,158.1,low risk,4,0,1,0
2020.08.06,135.5,baseline,11,1,0,1
2020.08.07,176.9,low risk,7,2,0,1
2020.08.08,115.3,baseline,8,1,0,1
2020.08.09,148.9,baseline,9,0,0,0
2020.08.10,115.4,baseline,11,2,1,0
2020.08.11,129.1,baseline,6,2,0,2
2020.08.12,151.1,low risk,8,2,2,1
2020.08.13,144.5,baseline,6,2,1,0
2020.08.14,129.0,baseline,8,1,0,1
2020.08.15,152.4,low risk,7,5,1,0
2020.08.16,197.1,low risk,5,2,0,0
2020.08.17,204.5,low risk,12,4,1,1
2020.08.18,194.3,low risk,11,4,1,1
2020.08.19,169.2,low risk,9,1,1,2
2020.08.20,93.0,baseline,9,2,0,0
2020.08.21,164.5,low risk,6,2,0,0
2020.08.22,174.4,low risk,16,3,1,0
2020.08.23,154.5,low risk,5,0,0,0
2020.08.24,138.2,baseline,10,5,1,1
2020.08.25,101.7,baseline,12,4,3,1
2020.08.26,105.7,baseline,2,2,0,0
2020.08.27,132.1,baseline,10,3,0,2
2020.08.28,83.3,baseline,10,4,1,1
2020.08.29,89.4,baseline,4,0,0,0
2020.08.30,138.9,baseline,9,1,1,1
2020.08.31,112.0,baseline,8,4,0,0
2020.09.01,162.4,low risk,5,2,0,0
2020.09.02,147.2,baseline,9,4,0,0
2020.09.03,119.8,baseline,7,1,0,0
2020.09.04,114.5,baseline,8,1,1,2
2020.09.05,101.5,baseline,8,2,1,2
2020.09.06,95.3,baseline,5,0,1,1
2020.09.07,101.2,baseline,4,1,0,1
2020.09.08,127.9,baseline,11,2,0,0
2020.09.09,145.3,baseline,7,1,0,1
2020.09.10,100.1,baseline,7,1,1,1
2020.09.11,86.3,baseline,4,0,0,0
2020.09.12,87.8,baseline,5,1,1,1
2020.09.13,57.2,baseline,10,2,1,0
2020.09.14,0.0,baseline,4,1,0,0
2020.09.15,21.9,baseline,10,1,0,1
2020.09.16,77.9,baseline,8,1,0,3
2020.09.17,137.6,baseline,9,1,0,1
2020.09.18,56.6,baseline,8,3,0,1
2020.09.19,79.4,baseline,9,1,3,1
2020.09.20,39.4,baseline,11,3,1,2
2020.09.21,0.0,baseline,3,1,0,0
2020.09.22,40.5,baseline,6,0,1,1
2020.09.23,93.2,baseline,14,2,1,2
2020.09.24,98.5,baseline,5,2,0,0
2020.09.25,157.9,low risk,7,4,0,3
2020.09.26,158.7,low risk,9,3,0,0
2020.09.27,200.6,low risk,3,0,0,0
2020.09.28,145.3,baseline,3,2,1,1
2020.09.29,127.4,baseline,6,2,1,0
2020.09.30,134.4,baseline,9,3,1,0
2020.10.01,120.9,baseline,10,4,0,1
2020.10.02,129.8,baseline,10,3,2,0
2020.10.03,104.8,baseline,7,0,0,2
2020.10.04,151.2,low risk,10,1,1,2
2020.10.05,94.1,baseline,7,3,0,0
2020.10.06,87.3,baseline,9,3,2,1
2020.10.07,54.7,baseline,11,4,0,0
2020.10.08,92.4,baseline,6,1,0,2
2020.10.09,45.6,baseline,15,8,1,1
2020.10.10,47.5,baseline,10,2,0,0
2020.10.11,92.9,baseline,7,1,0,1
2020.10.12,107.4,baseline,11,2,0,0
2020.10.13,124.3,baseline,7,3,1,1
2020.10.14,97.7,baseline,8,1,0,0
2020.10.15,98.0,baseline,6,0,0,0
2020.10.16,153.9,low risk,16,6,2,1
2020.10.17,191.7,low risk,10,5,0,0
2020.10.18,104.5,baseline,9,2,1,0
2020.10.19,165.8,low risk,7,1,0,1
2020.10.20,179.5,low risk,9,1,1,0
2020.10.21,156.8,low risk,9,3,0,1
2020.10.22,113.6,baseline,10,3,0,1
2020.10.23,90.8,baseline,7,1,0,1
2020.10.24,77.9,baseline,9,7,0,2
2020.10.25,90.3,baseline,7,2,1,1
2020.10.26,75.9,baseline,8,3,2,0
2020.10.27,128.5,baseline,10,1,0,3
2020.10.28,171.4,low risk,5,1,0,1
2020.10.29,188.7,low risk,10,1,2,1
2020.10.30,208.6,low risk,8,1,0,1
2020.10.31,223.5,low risk,14,1,1,1
2020.11.01,200.3,low risk,9,1,0,1
2020.11.02,149.6,baseline,6,2,0,0
2020.11.03,154.4,low risk,9,1,0,2
2020.11.04,177.1,low risk,10,2,0,0
2020.11.05,188.5,low risk,6,1,0,0
2020.11.06,226.3,low risk,14,4,0,3
2020.11.07,193.5,low risk,5,1,0,1
2020.11.08,134.4,baseline,5,0,0,0
2020.11.09,122.1,baseline,7,2,0,2
2020.11.10,110.5,baseline,6,2,0,0
2020.11.11,143.1,baseline,9,3,1,2
2020.11.12,139.5,baseline,5,0,0,0
2020.11.13,136.1,baseline,7,2,0,1
2020.11.14,122.5,baseline,7,4,0,0
2020.11.15,19.8,baseline,5,2,1,2
2020.11.16,99.7,baseline,4,1,0,0
2020.11.17,92.5,baseline,10,1,1,1
2020.11.18,87.5,baseline,5,3,0,1
2020.11.19,113.3,baseline,7,3,2,0
2020.11.20,122.6,baseline,8,3,1,1
2020.11.21,135.8,baseline,7,4,0,3
2020.11.22,105.5,baseline,9,4,0,4
2020.11.23,104.6,baseline,7,2,0,1
2020.11.24,118.6,baseline,13,2,2,2
2020.11.25,126.1,baseline,10,2,1,2
2020.11.26,88.8,baseline,10,4,1,2
2020.11.27,102.0,baseline,4,1,0,0
2020.11.28,128.1,baseline,6,1,0,1
2020.11.29,125.3,baseline,5,2,0,0
2020.11.30,77.4,baseline,3,1,1,0
2020.12.01,99.7,baseline,7,1,0,1
2020.12.02,87.5,baseline,17,5,0,1
2020.12.03,93.0,baseline,14,3,0,1
2020.12.04,65.7,baseline,5,1,1,1
2020.12.05,87.1,baseline,13,0,1,1
2020.12.06,118.5,baseline,5,2,0,0
2020.12.07,78.2,baseline,6,1,0,0
2020.12.08,68.2,baseline,5,3,0,0
2020.12.09,133.9,baseline,9,1,0,1
2020.12.10,164.8,low risk,9,0,0,2
2020.12.11,125.2,baseline,9,4,0,1
2020.12.12,79.9,baseline,5,0,0,1
2020.12.13,77.2,baseline,6,0,1,1
2020.12.14,61.6,baseline,7,1,0,1
2020.12.15,79.2,baseline,7,2,1,0
2020.12.16,102.9,baseline,15,3,1,3
2020.12.17,130.0,baseline,3,1,0,0
2020.12.18,132.4,baseline,8,4,1,0
2020.12.19,163.6,low risk,6,0,0,1
2020.12.20,145.9,baseline,3,2,0,1
2020.12.21,133.7,baseline,5,3,1,0
2020.12.22,122.4,baseline,9,3,0,0
2020.12.23,128.0,baseline,14,4,1,3
2020.12.24,70.0,baseline,3,0,1,1
2020.12.25,93.4,baseline,10,1,0,1
2020.12.26,52.3,baseline,9,0,0,3
2020.12.27,33.1,baseline,6,1,0,0
2020.12.28,61.7,baseline,9,4,0,0
2020.12.29,27.9,baseline,8,4,0,1
2020.12.30,108.1,baseline,9,5,0,1
2020.12.31,135.9,baseline,12,2,0,0
2021.01.01,107.2,baseline,7,2,1,1
2021.01.02,140.8,baseline,5,2,0,0
2021.01.03,125.1,baseline,9,1,1,1
2021.01.04,116.5,baseline,11,1,0,1
2021.01.05,165.9,low risk,13,4,1,0
2021.01.06,175.8,low risk,6,1,0,1
2021.01.07,194.7,low risk,6,2,1,0
2021.01.08,143.8,baseline,5,2,1,1
2021.01.09,56.4,baseline,5,1,0,1
2021.01.10,50.8,baseline,2,1,0,0
2021.01.11,23.3,baseline,1,0,0,0
2021.01.12,54.1,baseline,9,3,0,0
2021.01.13,38.0,baseline,8,2,0,0
2021.01.14,60.9,baseline,5,2,0,2
2021.01.15,88.4,baseline,7,2,1,0
2021.01.16,110.0,baseline,4,2,0,0
2021.01.17,121.8,baseline,12,6,1,1
2021.01.18,79.8,baseline,7,6,0,0
2021.01.19,129.2,baseline,7,2,0,0
2021.01.20,154.3,low risk,8,4,0,1
2021.01.21,166.9,low risk,10,3,0,1
2021.01.22,192.1,low risk,16,5,1,3
2021.01.23,176.6,low risk,9,5,1,2
2021.01.24,55.2,baseline,11,6,2,1
2021.01.25,50.0,baseline,7,1,1,0
2021.01.26,109.9,baseline,8,2,0,2
2021.01.27,112.1,baseline,9,3,1,1
2021.01.28,130.0,baseline,12,3,0,1
2021.01.29,178.3,low risk,9,5,1,1
2021.01.30,208.7,low risk,8,3,0,1
2021.01.31,213.3,low risk,9,2,0,0
2021.02.01,193.8,low risk,9,3,1,1
2021.02.02,209.2,low risk,9,2,0,1
2021.02.03,177.5,low risk,12,3,1,2
2021.02.04,157.8,low risk,10,1,1,2
2021.02.05,178.1,low risk,14,3,2,0
2021.02.06,181.8,low risk,7,4,3,2
2021.02.07,125.4,baseline,11,1,1,0
2021.02.08,173.7,low risk,4,1,1,0
2021.02.09,194.8,low risk,7,4,0,0
2021.02.10,181.3,low risk,9,0,1,1
2021.02.11,177.6,low risk,7,2,0,0
2021.02.12,118.7,baseline,10,3,2,1
2021.02.13,153.8,low risk,11,2,1,3
2021.02.14,158.4,low risk,7,2,0,1
2021.02.15,174.7,low risk,10,2,1,1
2021.02.16,108.2,baseline,6,1,0,0
2021.02.17,142.0,baseline,9,4,0,2
2021.02.18,87.9,baseline,9,1,0,1
2021.02.19,66.9,baseline,5,0,1,0
2021.02.20,95.3,baseline,8,2,0,2
2021.02.21,41.0,baseline,6,2,1,0
2021.02.22,105.1,baseline,12,6,2,1
2021.02.23,105.9,baseline,8,1,0,0
2021.02.24,142.4,baseline,9,1,0,1
2021.02.25,182.6,low risk,7,3,0,0
2021.02.26,104.2,baseline,9,3,0,0
2021.02.27,81.0,baseline,9,3,0,2
2021.02.28,86.8,baseline,10,5,1,0
2021.03.01,61.1,baseline,9,2,0,1
2021.03.02,57.1,baseline,10,2,1,2
2021.03.03,46.2,baseline,11,3,1,1
2021.03.04,19.5,baseline,9,4,0,1
2021.03.05,26.2,baseline,12,2,1,2
2021.03.06,40.6,baseline,3,0,0,0
2021.03.07,12.8,baseline,6,4,0,0
2021.03.08,72.1,baseline,4,1,0,1
2021.03.09,79.6,baseline,11,2,0,3
2021.03.10,81.4,baseline,11,1,2,2
2021.03.11,151.6,low risk,15,5,1,2
2021.03.12,148.4,baseline,17,7,2,3
2021.03.13,107.4,baseline,9,3,0,2
2021.03.14,98.3,baseline,7,3,0,1
2021.03.15,48.5,baseline,7,2,0,1
2021.03.16,56.0,baseline,8,5,0,0
2021.03.17,56.1,baseline,6,2,0,1
2021.03.18,29.2,baseline,14,8,0,2
2021.03.19,75.3,baseline,6,2,1,0
2021.03.20,42.2,baseline,7,0,0,2
2021.03.21,25.9,baseline,8,2,0,0
2021.03.22,9.3,baseline,11,3,2,2
2021.03.23,66.1,baseline,5,1,0,1
2021.03.24,27.0,baseline,12,4,0,1
2021.03.25,19.8,baseline,12,4,0,3
2021.03.26,41.5,baseline,7,5,0,0
2021.03.27,148.8,baseline,9,1,1,2
2021.03.28,117.5,baseline,10,0,2,2
2021.03.29,96.5,baseline,10,1,1,1
2021.03.30,82.5,baseline,11,4,1,3
2021.03.31,135.2,baseline,7,0,0,0
2021.04.01,153.6,low risk,9,2,1,0
2021.04.02,179.1,low risk,14,3,0,1
2021.04.03,188.7,low risk,17,3,0,2
2021.04.04,133.0,baseline,7,1,0,1
2021.04.05,110.3,baseline,8,1,1,1
2021.04.06,76.7,baseline,5,1,0,0
2021.04.07,149.2,baseline,4,0,0,1
2021.04.08,91.5,baseline,6,1,0,1
2021.04.09,53.3,baseline,7,3,1,0
2021.04.10,88.5,baseline,5,2,0,0
2021.04.11,94.8,baseline,10,0,0,1
2021.04.12,94.9,baseline,5,1,1,0
2021.04.13,120.8,baseline,7,2,0,0
2021.04.14,183.8,low risk,12,0,0,1
2021.04.15,164.8,low risk,9,1,0,2
2021.04.16,177.8,low risk,15,3,2,1
2021.04.17,176.7,low risk,5,1,0,0
2021.04.18,219.4,low risk,9,4,1,2
2021.04.19,151.1,low risk,3,1,0,0
2021.04.20,157.6,low risk,14,4,0,0
2021.04.21,84.7,baseline,7,1,0,2
2021.04.22,135.0,baseline,13,2,0,2
2021.04.23,150.2,low risk,4,1,0,0
2021.04.24,138.3,baseline,4,1,0,0
2021.04.25,119.7,baseline,13,3,0,0
2021.04.26,157.5,low risk,5,0,0,1
2021.04.27,146.1,baseline,9,2,0,1
2021.04.28,138.1,baseline,10,3,1,3
2021.04.29,133.0,baseline,11,4,1,2
2021.04.30,117.0,baseline,13,1,0,3
2021.05.01,133.7,baseline,13,2,0,1
2021.05.02,156.5,low risk,12,1,0,2
2021.05.03,161.9,low risk,7,4,0,0
2021.05.04,128.1,baseline,8,1,0,1
2021.05.05,195.9,low risk,11,1,0,2
2021.05.06,179.8,low risk,9,2,1,0
2021.05.07,103.8,baseline,7,1,0,0
2021.05.08,81.8,baseline,4,2,0,1
2021.05.09,68.4,baseline,5,2,1,2
2021.05.10,27.7,baseline,4,0,1,0
2021.05.11,45.6,baseline,6,2,0,2
2021.05.12,62.1,baseline,6,1,0,1
2021.05.13,46.0,baseline,10,0,0,0
2021.05.14,77.8,baseline,9,3,1,0
2021.05.15,132.5,baseline,8,2,0,0
2021.05.16,108.0,baseline,4,1,1,0
2021.05.17,133.6,baseline,8,2,1,0
2021.05.18,74.1,baseline,7,2,0,0
2021.05.19,73.3,baseline,11,0,2,3
2021.05.20,48.2,baseline,11,3,2,1
2021.05.21,97.3,baseline,5,0,0,1
2021.05.22,110.5,baseline,10,2,0,1
2021.05.23,58.1,baseline,6,1,0,0
2021.05.24,46.3,baseline,7,1,0,0
2021.05.25,69.9,baseline,8,2,1,0
2021.05.26,80.1,baseline,4,1,0,1
2021.05.27,34.3,baseline,10,3,2,1
2021.05.28,93.5,baseline,9,1,0,1
2021.05.29,89.3,baseline,5,1,1,0
2021.05.30,54.3,baseline,8,3,0,0
2021.05.31,82.3,baseline,8,2,1,0
2021.06.01,98.6,baseline,14,6,4,0
2021.06.02,126.9,baseline,8,3,0,2
2021.06.03,181.6,low risk,12,5,0,2
2021.06.04,133.3,baseline,6,1,0,0
2021.06.05,134.9,baseline,6,1,1,1
2021.06.06,138.3,baseline,7,2,0,1
2021.06.07,153.9,low risk,7,2,0,1
2021.06.08,36.9,baseline,7,0,0,2
2021.06.09,80.8,baseline,7,1,0,1
2021.06.10,110.0,baseline,8,3,0,0
2021.06.11,126.6,baseline,3,1,0,0
2021.06.12,96.2,baseline,6,1,1,0
2021.06.13,55.0,baseline,6,1,0,2
2021.06.14,80.6,baseline,5,3,0,0
2021.06.15,45.5,baseline,6,1,1,1
2021.06.16,67.1,baseline,11,2,1,1
2021.06.17,71.3,baseline,4,1,0,0
2021.06.18,115.1,baseline,6,0,1,0
2021.06.19,68.1,baseline,11,2,1,1
2021.06.20,110.2,baseline,5,1,0,0
2021.06.21,129.6,baseline,6,2,0,2
2021.06.22,158.1,low risk,7,2,0,0
2021.06.23,171.6,low risk,9,3,0,1
2021.06.24,231.6,low risk,5,1,0,1
2021.06.25,139.1,baseline,11,2,0,0
2021.06.26,103.6,baseline,3,0,0,0
2021.06.27,99.9,baseline,7,3,0,2
2021.06.28,101.8,baseline,9,1,0,0
2021.06.29,147.0,baseline,5,1,0,0
2021.06.30,128.3,baseline,12,4,1,3
2021.07.01,90.6,baseline,9,2,1,0
2021.07.02,40.2,baseline,9,2,1,0
2021.07.03,103.2,baseline,14,3,1,1
2021.07.04,39.6,baseline,5,2,1,1
2021.07.05,39.7,baseline,4,1,0,0
2021.07.06,29.5,baseline,8,2,1,1
2021.07.07,57.0,baseline,7,0,0,1
2021.07.08,75.7,baseline,5,1,0,0
2021.07.09,20.5,baseline,10,3,0,0
2021.07.10,7.7,baseline,6,1,0,1
2021.07.11,59.8,baseline,3,2,1,0
2021.07.12,85.9,baseline,6,2,0,0
2021.07.13,82.5,baseline,9,4,0,4
2021.07.14,29.8,baseline,8,1,1,2
2021.07.15,25.4,baseline,6,1,0,0
2021.07.16,40.8,baseline,6,2,0,1
2021.07.17,40.2,baseline,5,2,1,0
2021.07.18,37.0,baseline,9,1,0,0
2021.07.19,80.3,baseline,11,0,0,4
2021.07.20,120.9,baseline,10,2,0,1
2021.07.21,159.9,low risk,5,0,0,1
2021.07.22,203.8,low risk,9,4,0,1
2021.07.23,162.3,low risk,12,5,1,2
2021.07.24,159.5,low risk,10,1,0,2
2021.07.25,157.7,low risk,10,2,1,0
2021.07.26,130.3,baseline,14,1,1,1
2021.07.27,100.3,baseline,5,1,0,1
2021.07.28,168.9,low risk,5,0,1,0
2021.07.29,205.0,low risk,6,1,0,0
2021.07.30,150.1,low risk,8,2,0,1
2021.07.31,118.1,baseline,7,0,0,2
2021.08.01,102.7,baseline,7,2,1,2
2021.08.02,112.1,baseline,10,2,1,2
2021.08.03,154.5,low risk,8,3,0,0
2021.08.04,136.2,baseline,7,3,1,0
2021.08.05,90.4,baseline,5,2,0,0
2021.08.06,88.9,baseline,12,2,0,3
2021.08.07,63.2,baseline,7,2,0,1
2021.08.08,24.9,baseline,9,3,1,2
2021.08.09,90.5,baseline,3,1,0,0
2021.08.10,87.0,baseline,16,5,2,1
2021.08.11,94.9,baseline,5,1,0,0
2021.08.12,105.2,baseline,7,1,0,0
2021.08.13,90.4,baseline,4,2,0,1
2021.08.14,106.8,baseline,8,2,0,2
2021.08.15,123.5,baseline,7,2,0,0
2021.08.16,128.3,baseline,13,5,0,1
2021.08.17,161.2,low risk,2,2,0,0
2021.08.18,141.1,baseline,10,4,0,0
2021.08.19,117.4,baseline,6,1,0,1
2021.08.20,168.2,low risk,7,1,1,0
2021.08.21,149.5,baseline,5,3,0,0
2021.08.22,149.0,baseline,4,0,0,0
2021.08.23,78.5,baseline,11,0,0,2
2021.08.24,164.5,low risk,9,1,1,0
2021.08.25,167.4,low risk,7,2,0,0
2021.08.26,150.5,low risk,6,2,0,0
2021.08.27,7.6,baseline,8,1,0,1
2021.08.28,42.7,baseline,4,2,0,0
2021.08.29,71.9,baseline,8,2,0,3
2021.08.30,89.6,baseline,4,1,0,0
2021.08.31,85.1,baseline,4,2,0,0
2021.09.01,135.4,baseline,3,1,0,1
2021.09.02,159.7,low risk,14,3,1,1
2021.09.03,156.6,low risk,11,5,0,1
2021.09.04,124.6,baseline,8,2,1,0
2021.09.05,93.1,baseline,7,3,0,1
2021.09.06,91.9,baseline,6,1,0,0
2021.09.07,137.4,baseline,12,3,0,2
2021.09.08,169.8,low risk,8,2,0,0
2021.09.09,109.0,baseline,11,2,0,3
2021.09.10,21.0,baseline,11,4,1,1
2021.09.11,13.5,baseline,11,1,0,2
2021.09.12,74.5,baseline,5,1,0,1
2021.09.13,123.3,baseline,9,3,0,1
2021.09.14,95.6,baseline,5,2,0,2
2021.09.15,91.9,baseline,11,6,0,2
2021.09.16,104.7,baseline,11,4,2,0
2021.09.17,153.4,low risk,8,3,1,0
2021.09.18,146.9,baseline,6,1,1,1
2021.09.19,83.9,baseline,5,1,1,1
2021.09.20,114.2,baseline,8,1,1,0
2021.09.21,206.0,low risk,4,1,0,1
2021.09.22,245.1,low risk,8,2,2,0
2021.09.23,245.8,low risk,7,3,1,1
2021.09.24,253.4,low risk,8,3,1,0
2021.09.25,189.0,low risk,9,2,0,0
2021.09.26,214.1,low risk,9,1,0,0
2021.09.27,194.1,low risk,3,0,0,0
2021.09.28,90.1,baseline,5,4,0,1
2021.09.29,156.6,low risk,7,4,0,1
2021.09.30,140.7,baseline,6,1,0,0
2021.10.01,114.5,baseline,10,2,1,0
2021.10.02,43.2,baseline,8,2,1,2
2021.10.03,30.2,baseline,9,2,1,0
2021.10.04,22.1,baseline,3,0,0,1
2021.10.05,42.2,baseline,10,0,2,1
2021.10.06,69.0,baseline,12,2,2,2
2021.10.07,42.6,baseline,8,2,1,1
2021.10.08,20.4,baseline,9,1,0,0
2021.10.09,33.5,baseline,8,1,1,0
2021.10.10,24.7,baseline,8,2,0,1
2021.10.11,0.0,baseline,10,3,0,1
2021.10.12,0.0,baseline,7,2,0,0
2021.10.13,15.7,baseline,9,1,1,1
2021.10.14,51.7,baseline,7,3,0,1
2021.10.15,27.4,baseline,8,3,0,1
2021.10.16,54.1,baseline,10,1,2,1
2021.10.17,129.5,baseline,12,1,0,1
2021.10.18,119.9,baseline,8,1,1,2
2021.10.19,166.7,low risk,7,4,0,0
2021.10.20,162.3,low risk,5,3,1,1
2021.10.21,217.2,low risk,10,2,0,2
2021.10.22,126.3,baseline,11,4,0,0
2021.10.23,33.6,baseline,6,3,0,0
2021.10.24,23.0,baseline,6,2,1,3
2021.10.25,64.3,baseline,4,2,0,1
2021.10.26,96.5,baseline,5,1,0,0
2021.10.27,72.3,baseline,5,1,0,0
2021.10.28,157.4,low risk,7,4,1,0
2021.10.29,168.3,low risk,10,3,0,0
2021.10.30,196.8,low risk,8,2,1,0
2021.10.31,190.5,low risk,6,2,0,0
2021.11.01,190.0,low risk,10,3,0,1
2021.11.02,199.4,low risk,11,3,0,0
2021.11.03,165.1,low risk,8,1,1,2
2021.11.04,241.5,low risk,9,2,0,0
2021.11.05,209.6,low risk,7,1,0,0
2021.11.06,203.6,low risk,7,4,0,1
2021.11.07,174.5,low risk,9,3,3,1
2021.11.08,166.1,low risk,5,1,1,2
2021.11.09,154.8,low risk,11,3,1,0
2021.11.10,93.4,baseline,15,4,1,0
2021.11.11,146.7,baseline,11,3,2,0
2021.11.12,153.8,low risk,9,3,0,0
2021.11.13,145.3,baseline,12,2,1,5
2021.11.14,131.4,baseline,12,2,1,1
2021.11.15,112.3,baseline,8,1,0,1
2021.11.16,154.7,low risk,5,0,0,0
2021.11.17,109.2,baseline,8,2,0,0
2021.11.18,76.7,baseline,8,0,0,2
2021.11.19,36.7,baseline,11,3,0,2
